"long","lat","order","hole","piece","id","group"
1444607.15382068,-2238615.12133901,908718,FALSE,"1","72","72.1"
1444951.55829677,-2238494.21269199,908719,FALSE,"1","72","72.1"
1445223.12349942,-2238398.81796947,908720,FALSE,"1","72","72.1"
1445303.89306913,-2238367.64631774,908721,FALSE,"1","72","72.1"
1445661.59668424,-2238228.89476125,908722,FALSE,"1","72","72.1"
1446091.65594219,-2238113.96474471,908723,FALSE,"1","72","72.1"
1446712.03322851,-2238074.23853293,908724,FALSE,"1","72","72.1"
1447302.90962814,-2238097.79706056,908725,FALSE,"1","72","72.1"
1447902.06541258,-2238137.83027726,908726,FALSE,"1","72","72.1"
1448368.12469212,-2238099.82574316,908727,FALSE,"1","72","72.1"
1448914.09219189,-2238129.19521057,908728,FALSE,"1","72","72.1"
1449179.840918,-2238051.56415107,908729,FALSE,"1","72","72.1"
1449431.19058084,-2238029.57638446,908730,FALSE,"1","72","72.1"
1449834.33223691,-2237994.10684621,908731,FALSE,"1","72","72.1"
1450056.84481041,-2237957.43756341,908732,FALSE,"1","72","72.1"
1450248.85583575,-2237880.34010862,908733,FALSE,"1","72","72.1"
1450707.02974487,-2237695.77911186,908734,FALSE,"1","72","72.1"
1451315.1339577,-2237494.18368485,908735,FALSE,"1","72","72.1"
1451698.10522268,-2237405.69573074,908736,FALSE,"1","72","72.1"
1451970.77439113,-2237150.82937843,908737,FALSE,"1","72","72.1"
1452511.93162856,-2236872.55438604,908738,FALSE,"1","72","72.1"
1453129.09610713,-2236560.28369606,908739,FALSE,"1","72","72.1"
1453683.79098806,-2236332.18646548,908740,FALSE,"1","72","72.1"
1454234.9681514,-2236149.11144282,908741,FALSE,"1","72","72.1"
1454837.85192037,-2236044.64943862,908742,FALSE,"1","72","72.1"
1455114.46350477,-2235978.50806213,908743,FALSE,"1","72","72.1"
1455286.4046986,-2235932.79215569,908744,FALSE,"1","72","72.1"
1455326.06891553,-2235922.22038059,908745,FALSE,"1","72","72.1"
1455677.76663491,-2235863.63659623,908746,FALSE,"1","72","72.1"
1456100.93475344,-2235800.25100581,908747,FALSE,"1","72","72.1"
1456840.51559094,-2235782.97708605,908748,FALSE,"1","72","72.1"
1457211.9894213,-2235585.29977924,908749,FALSE,"1","72","72.1"
1457832.24779555,-2235357.06346011,908750,FALSE,"1","72","72.1"
1458532.68096494,-2235180.54904292,908751,FALSE,"1","72","72.1"
1459221.76705685,-2235048.17777678,908752,FALSE,"1","72","72.1"
1459632.2870041,-2234692.2605955,908753,FALSE,"1","72","72.1"
1460186.07419955,-2234275.89891714,908754,FALSE,"1","72","72.1"
1460877.10376881,-2233833.3409474,908755,FALSE,"1","72","72.1"
1461559.43601074,-2233588.01433835,908756,FALSE,"1","72","72.1"
1461573.06041514,-2233583.01928855,908757,FALSE,"1","72","72.1"
1462005.58978311,-2233424.66751934,908758,FALSE,"1","72","72.1"
1462560.20603252,-2233285.51366913,908759,FALSE,"1","72","72.1"
1462767.16458295,-2233243.63269838,908760,FALSE,"1","72","72.1"
1463250.07411093,-2232997.93166541,908761,FALSE,"1","72","72.1"
1463703.48359958,-2232858.95644655,908762,FALSE,"1","72","72.1"
1464087.24319324,-2232707.78900238,908763,FALSE,"1","72","72.1"
1464580.85148916,-2232501.37805908,908764,FALSE,"1","72","72.1"
1465386.24351373,-2232180.04965676,908765,FALSE,"1","72","72.1"
1466423.63036358,-2231794.89857044,908766,FALSE,"1","72","72.1"
1467363.0048357,-2231464.35925262,908767,FALSE,"1","72","72.1"
1467402.07326458,-2231461.63861159,908768,FALSE,"1","72","72.1"
1467875.79020411,-2231429.13447703,908769,FALSE,"1","72","72.1"
1468299.73395647,-2231388.52163358,908770,FALSE,"1","72","72.1"
1468408.55774117,-2231417.13545222,908771,FALSE,"1","72","72.1"
1468805.21276649,-2231229.2430792,908772,FALSE,"1","72","72.1"
1469143.74468317,-2231187.28527023,908773,FALSE,"1","72","72.1"
1469478.51361602,-2231130.8866205,908774,FALSE,"1","72","72.1"
1469673.24730661,-2231161.4088714,908775,FALSE,"1","72","72.1"
1469985.86894716,-2230978.80726512,908776,FALSE,"1","72","72.1"
1470407.10860139,-2230824.86422131,908777,FALSE,"1","72","72.1"
1470956.35835145,-2230596.80912388,908778,FALSE,"1","72","72.1"
1471435.47973026,-2230368.48510751,908779,FALSE,"1","72","72.1"
1471964.79315853,-2230211.6805639,908780,FALSE,"1","72","72.1"
1472440.12142931,-2230099.85033339,908781,FALSE,"1","72","72.1"
1472974.65591386,-2230020.24347498,908782,FALSE,"1","72","72.1"
1473342.83331379,-2229827.62613313,908783,FALSE,"1","72","72.1"
1473662.14017089,-2229670.1527358,908784,FALSE,"1","72","72.1"
1474123.64035136,-2229492.33108278,908785,FALSE,"1","72","72.1"
1474785.91145107,-2229207.56555454,908786,FALSE,"1","72","72.1"
1475288.34405583,-2229037.38361975,908787,FALSE,"1","72","72.1"
1475839.307759,-2228860.00134687,908788,FALSE,"1","72","72.1"
1476352.25307251,-2228772.92519442,908789,FALSE,"1","72","72.1"
1477131.59005056,-2228739.96512629,908790,FALSE,"1","72","72.1"
1477310.87555169,-2228724.46126265,908791,FALSE,"1","72","72.1"
1477684.82703229,-2228640.57303675,908792,FALSE,"1","72","72.1"
1478002.28208791,-2228650.34849004,908793,FALSE,"1","72","72.1"
1478439.72900792,-2228513.63261573,908794,FALSE,"1","72","72.1"
1478701.81715254,-2228410.21866959,908795,FALSE,"1","72","72.1"
1478777.1183431,-2228380.53474495,908796,FALSE,"1","72","72.1"
1479000.08874527,-2228153.72319234,908797,FALSE,"1","72","72.1"
1479311.37745042,-2227908.02290439,908798,FALSE,"1","72","72.1"
1479655.03979371,-2227653.36814283,908799,FALSE,"1","72","72.1"
1480069.08966474,-2227414.69333093,908800,FALSE,"1","72","72.1"
1480497.79629466,-2227205.87260047,908801,FALSE,"1","72","72.1"
1480694.31299546,-2227077.69887719,908802,FALSE,"1","72","72.1"
1480905.31248093,-2226957.61104244,908803,FALSE,"1","72","72.1"
1481088.91009814,-2226867.25546965,908804,FALSE,"1","72","72.1"
1481680.10871484,-2226720.56619721,908805,FALSE,"1","72","72.1"
1482081.96480766,-2226702.81727538,908806,FALSE,"1","72","72.1"
1482624.27440707,-2226579.95276933,908807,FALSE,"1","72","72.1"
1483256.61210075,-2226495.69738581,908808,FALSE,"1","72","72.1"
1484052.03343513,-2226431.36770031,908809,FALSE,"1","72","72.1"
1484710.67609377,-2226396.17031436,908810,FALSE,"1","72","72.1"
1485259.32832502,-2226415.10965211,908811,FALSE,"1","72","72.1"
1485759.98004028,-2226498.46639098,908812,FALSE,"1","72","72.1"
1485990.67416713,-2226534.19205316,908813,FALSE,"1","72","72.1"
1486921.65037928,-2226208.05684295,908814,FALSE,"1","72","72.1"
1487580.60367778,-2226080.33557514,908815,FALSE,"1","72","72.1"
1487727.84645838,-2225926.17291953,908816,FALSE,"1","72","72.1"
1488342.74379548,-2225475.44969376,908817,FALSE,"1","72","72.1"
1489093.8100937,-2224979.55200666,908818,FALSE,"1","72","72.1"
1489756.18196773,-2224691.72687475,908819,FALSE,"1","72","72.1"
1489896.1622476,-2224630.75848244,908820,FALSE,"1","72","72.1"
1490763.09404965,-2224355.23846402,908821,FALSE,"1","72","72.1"
1491725.66002722,-2224136.01849004,908822,FALSE,"1","72","72.1"
1492079.94942962,-2224077.50156268,908823,FALSE,"1","72","72.1"
1492656.49777557,-2224010.30084847,908824,FALSE,"1","72","72.1"
1493138.82257725,-2224004.68815223,908825,FALSE,"1","72","72.1"
1493421.34574505,-2224073.47460664,908826,FALSE,"1","72","72.1"
1493777.22611663,-2224145.72057294,908827,FALSE,"1","72","72.1"
1494319.63994013,-2224255.78427619,908828,FALSE,"1","72","72.1"
1494641.14767146,-2224334.14457421,908829,FALSE,"1","72","72.1"
1495216.3862936,-2224474.47611117,908830,FALSE,"1","72","72.1"
1495413.64961031,-2224536.19196942,908831,FALSE,"1","72","72.1"
1495686.36742223,-2224375.85027373,908832,FALSE,"1","72","72.1"
1495789.5676286,-2224321.90352064,908833,FALSE,"1","72","72.1"
1496092.3585806,-2224163.76348108,908834,FALSE,"1","72","72.1"
1496228.59432214,-2224132.58250215,908835,FALSE,"1","72","72.1"
1496451.37657676,-2224081.63609841,908836,FALSE,"1","72","72.1"
1496823.00451288,-2223965.87508924,908837,FALSE,"1","72","72.1"
1497222.13420868,-2223845.43179203,908838,FALSE,"1","72","72.1"
1497316.5503158,-2223817.85167397,908839,FALSE,"1","72","72.1"
1497542.28341881,-2223751.72237362,908840,FALSE,"1","72","72.1"
1497925.92930538,-2223639.895737,908841,FALSE,"1","72","72.1"
1498164.04102052,-2223600.41290883,908842,FALSE,"1","72","72.1"
1498698.25338766,-2223533.10918657,908843,FALSE,"1","72","72.1"
1499333.72838043,-2223465.18900503,908844,FALSE,"1","72","72.1"
1499924.71397671,-2223444.39832834,908845,FALSE,"1","72","72.1"
1500472.97908988,-2223416.80943245,908846,FALSE,"1","72","72.1"
1500876.29852688,-2223381.17497766,908847,FALSE,"1","72","72.1"
1501331.95249506,-2223273.03163045,908848,FALSE,"1","72","72.1"
1501665.69375208,-2223137.3238286,908849,FALSE,"1","72","72.1"
1502155.08245435,-2222944.21097714,908850,FALSE,"1","72","72.1"
1502630.85786941,-2222754.94613233,908851,FALSE,"1","72","72.1"
1502921.00973273,-2222654.1795868,908852,FALSE,"1","72","72.1"
1503145.04500464,-2222576.39857998,908853,FALSE,"1","72","72.1"
1503700.59404343,-2222427.47057259,908854,FALSE,"1","72","72.1"
1504274.65606704,-2222318.04787885,908855,FALSE,"1","72","72.1"
1504874.97188076,-2222163.00134734,908856,FALSE,"1","72","72.1"
1505365.26216246,-2222067.8492135,908857,FALSE,"1","72","72.1"
1505795.46528358,-2221976.90714721,908858,FALSE,"1","72","72.1"
1506190.25411338,-2221958.09642907,908859,FALSE,"1","72","72.1"
1506434.55747211,-2221996.18368552,908860,FALSE,"1","72","72.1"
1506657.86538074,-2222062.69196555,908861,FALSE,"1","72","72.1"
1506659.61282081,-2222068.96008855,908862,FALSE,"1","72","72.1"
1506800.34782676,-2222573.80944888,908863,FALSE,"1","72","72.1"
1507228.97003588,-2222516.6958843,908864,FALSE,"1","72","72.1"
1507451.49580268,-2222414.45255782,908865,FALSE,"1","72","72.1"
1508078.01852031,-2222426.09385887,908866,FALSE,"1","72","72.1"
1508628.26359299,-2222436.12652517,908867,FALSE,"1","72","72.1"
1509675.76674036,-2222614.82571031,908868,FALSE,"1","72","72.1"
1510275.21081718,-2222887.0161929,908869,FALSE,"1","72","72.1"
1510668.41458538,-2223065.32314931,908870,FALSE,"1","72","72.1"
1510960.02503434,-2223324.68036167,908871,FALSE,"1","72","72.1"
1510963.49036949,-2223328.00004054,908872,FALSE,"1","72","72.1"
1511523.48287823,-2223756.66518706,908873,FALSE,"1","72","72.1"
1511866.98655035,-2223738.09165909,908874,FALSE,"1","72","72.1"
